1,-7.364395,2.618291,-0.747963
2,-7.502749,2.752493,0.724511
3,-7.709531,2.402936,2.644313
4,-7.915013,1.212686,4.409445
5,-8.111372,-1.536816,3.97542
6,-8.113676,-0.342112,5.631608
7,-7.884306,1.679195,6.250887
8,-7.551494,3.444979,5.040636
9,-7.39681,4.039531,3.266106
12,-6.823852,5.825628,3.593794
13,-6.959556,5.107694,6.074708
14,-7.260284,3.168972,7.963038
15,-7.410522,0.500569,8.306245
16,-7.62169,-1.781752,7.315896
17,-7.902443,-3.422521,5.153223
18,-7.614154,-4.24786,2.603916
19,-7.276546,-3.883738,0.014139
20,-6.725923,-5.526133,0.282578
21,-6.904953,-5.932332,2.677286
22,-7.18999,-5.649417,5.498152
23,-7.114439,-4.073329,7.844208
24,-6.597927,-2.153431,9.487348
25,-6.276242,0.346769,10.042435
26,-6.497999,2.658907,9.602547
27,-6.412072,4.825016,8.757737
28,-6.38141,6.687517,7.022357
29,-6.057523,7.66617,4.979307
30,-6.280489,7.750854,2.733479
31,-4.386703,9.800181,3.158049
32,-4.565544,9.704259,5.692568
33,-4.641463,8.796194,7.647931
34,-4.70338,7.260893,9.533295
35,-4.685082,5.245255,10.746213
36,-4.529488,2.762285,11.382978
37,-4.590446,0.545807,11.771222
38,-4.321837,-1.859642,11.676926
39,-5.357551,-3.915587,10.295032
40,-5.494979,-6.020012,8.5123
41,-5.495863,-7.203795,6.277262
42,-5.45682,-7.951564,3.794467
43,-5.538004,-7.586078,1.011843
44,-3.294928,-9.580106,2.930391
45,-3.197271,-9.170681,5.554621
46,-2.839838,-8.212097,8.011219
47,-2.893643,-6.579532,10.044149
48,-2.915604,-4.562459,11.681692
49,-2.868911,-2.223618,12.644353
50,-2.436256,0.20885,12.797432
51,-2.455768,2.320423,12.726085
52,-2.422217,4.642087,12.291519
53,-2.701421,6.739206,11.353925
54,-2.680721,8.702293,9.908834
55,-2.416814,10.025731,7.908353
56,-2.667607,10.821893,5.615009
57,-2.433945,10.400054,3.20063
58,-0.343754,11.119731,3.768084
59,-0.127471,11.142603,5.561255
GND,-0.187645,10.524572,7.705448
60,0.01237,9.544686,9.847005
61,-0.18279,7.889227,11.44261
62,-0.129544,5.830476,12.459976
63,-0.20017,3.473392,13.380233
Cz,-0.350485,1.139827,14.043925
64,-0.303998,-1.099485,13.322918
65,-0.292376,-3.756634,12.700294
66,-0.164166,-5.785469,11.567749
67,-0.207278,-7.524617,9.883207
68,-0.12645,-8.761568,7.227254
69,-0.125847,-9.600077,4.905176
70,2.708817,-9.501472,3.146631
71,2.473656,-8.999037,5.986959
72,2.546579,-7.976426,8.337187
73,2.476606,-6.350255,10.331124
74,2.423195,-4.456538,11.91481
75,2.105641,-2.090236,12.871259
76,2.241616,0.246299,13.104874
77,2.32288,2.75253,12.880887
78,2.255798,5.017593,12.196552
79,2.334442,7.130556,11.274025
80,2.272614,9.043593,9.750643
81,1.899696,10.261827,7.833382
82,1.974174,11.033066,5.528133
83,1.85092,10.790228,3.480157
86,4.12325,9.989937,3.229902
87,4.242671,9.888963,5.486897
88,4.299925,9.004087,7.670252
89,4.571412,7.449797,9.612701
90,4.588429,5.601756,10.742752
91,4.466934,3.177923,11.617882
92,4.312694,0.946605,12.017419
93,3.960393,-1.328558,12.108443
94,4.952446,-3.558474,10.796571
95,5.067248,-5.412392,9.179046
96,5.021489,-6.957593,6.975967
97,5.023433,-7.821986,4.353518
98,5.105272,-7.815334,1.643494
99,6.556832,-5.703632,1.281892
100,6.759249,-5.716336,3.806656
101,6.97417,-5.087771,6.541524
102,6.433497,-3.665864,8.588307
103,6.292347,-1.763758,9.729291
104,6.211451,0.512248,10.229488
105,6.23025,3.035023,10.017821
106,6.2319,5.155811,8.961571
107,6.06679,7.01598,7.050186
108,5.878608,7.921608,4.787991
109,6.012785,7.886679,2.947867
112,6.68982,5.835959,3.91429
113,6.920589,5.435672,6.150839
114,7.231181,3.551631,7.889454
115,7.396729,1.088269,8.471226
116,7.485783,-1.446988,7.541919
117,7.513756,-3.177281,5.584311
118,7.458216,-3.718898,2.986142
119,7.1279,-3.814931,0.597355
120,7.811851,-0.365669,6.029119
121,7.772455,1.658911,6.373394
122,7.626613,3.450049,5.388958
123,7.4164,3.959147,3.561309
124,7.405606,2.640885,-1.10494
125,7.510174,2.824617,0.784345
126,7.683362,2.65806,2.718407
127,7.906151,1.337826,4.508101
128,7.795975,-1.592322,4.440222
